Date,Company,Year,Month,Day,Weekday,DaysSinceSalary,Season,Holiday,Temperature,Precipitation,SalesScaled
2020-01-19,0,2020,1,19,6,25,3,0,5.4,0.0,0.0630326601709429
2020-01-19,1,2020,1,19,6,25,3,0,5.4,0.0,0.1853749581727479
2020-01-19,2,2020,1,19,6,25,3,0,5.4,0.0,0.10091185514148522
2020-01-20,0,2020,1,20,0,26,3,0,7.0,0.0,0.05474985405517935
2020-01-20,1,2020,1,20,0,26,3,0,7.0,0.0,0.05618383449194844
2020-01-20,2,2020,1,20,0,26,3,0,7.0,0.0,0.06785418257057996
2020-01-21,0,2020,1,21,1,27,3,0,7.9,0.0,0.0927322676561695
2020-01-21,1,2020,1,21,1,27,3,0,7.9,0.0,0.08155154392438589
2020-01-21,2,2020,1,21,1,27,3,0,7.9,0.0,0.09184442264712929
2020-01-22,0,2020,1,22,2,28,3,0,4.7,0.0,0.1768061043683926
2020-01-22,1,2020,1,22,2,28,3,0,4.7,0.0,0.0835692789484958
2020-01-22,2,2020,1,22,2,28,3,0,4.7,0.0,0.09612569692099673
2020-01-23,0,2020,1,23,3,29,3,0,5.1,0.0,0.2930469255700654
2020-01-23,1,2020,1,23,3,29,3,0,5.1,0.0,0.07689910735140756
2020-01-23,2,2020,1,23,3,29,3,0,5.1,0.0,0.09750967335016043
2020-01-24,0,2020,1,24,4,0,3,0,6.7,0.0,0.6317676143414657
2020-01-24,1,2020,1,24,4,0,3,0,6.7,0.0,0.39307146713269364
2020-01-24,2,2020,1,24,4,0,3,0,6.7,0.0,0.21649488477426526
2020-01-25,0,2020,1,25,5,1,3,0,4.6,0.0,0.7418880609128667
2020-01-25,1,2020,1,25,5,1,3,0,4.6,0.0,0.6496088669719736
2020-01-25,2,2020,1,25,5,1,3,0,4.6,0.0,0.1936294513971536
2020-01-26,0,2020,1,26,6,2,3,0,7.3,0.0,0.11994573912560388
2020-01-26,1,2020,1,26,6,2,3,0,7.3,0.0,0.22825562864881416
2020-01-26,2,2020,1,26,6,2,3,0,7.3,0.0,0.13117831301144542
2020-01-27,0,2020,1,27,0,3,3,0,5.3,0.0,0.08371819344331853
2020-01-27,1,2020,1,27,0,3,3,0,5.3,0.0,0.05848552710488695
2020-01-27,2,2020,1,27,0,3,3,0,5.3,0.0,0.08499970398900282
2020-01-28,0,2020,1,28,1,4,3,0,4.3,0.8,0.18221856637796066
2020-01-28,1,2020,1,28,1,4,3,0,4.3,0.8,0.06432068001112023
2020-01-28,2,2020,1,28,1,4,3,0,4.3,0.8,0.0912616247094147
2020-01-29,0,2020,1,29,2,5,3,0,4.4,1.2,0.15146327329078155
2020-01-29,1,2020,1,29,2,5,3,0,4.4,1.2,0.11160796212037159
2020-01-29,2,2020,1,29,2,5,3,0,4.4,1.2,0.10397427822144366
2020-01-30,0,2020,1,30,3,6,3,0,2.7,0.1,0.16216925764915724
2020-01-30,1,2020,1,30,3,6,3,0,2.7,0.1,0.06515405469450757
2020-01-30,2,2020,1,30,3,6,3,0,2.7,0.1,0.11482321766235515
2020-01-31,0,2020,1,31,4,7,3,0,3.1,0.0,0.574470717665396
2020-01-31,1,2020,1,31,4,7,3,0,3.1,0.0,0.3786687498986457
2020-01-31,2,2020,1,31,4,7,3,0,3.1,0.0,0.19252342837033296
2020-02-01,0,2020,2,1,5,8,3,0,8.0,0.6,0.5761686667725077
2020-02-01,1,2020,2,1,5,8,3,0,8.0,0.6,0.6058134350975916
2020-02-01,2,2020,2,1,5,8,3,0,8.0,0.6,0.16812980171978992
2020-02-02,0,2020,2,2,6,9,3,0,5.6,0.0,0.061361223429406656
2020-02-02,1,2020,2,2,6,9,3,0,5.6,0.0,0.1973898184163469
2020-02-02,2,2020,2,2,6,9,3,0,5.6,0.0,0.11303117043057978
2020-02-03,0,2020,2,3,0,10,3,0,1.6,0.0,0.07457952428735762
2020-02-03,1,2020,2,3,0,10,3,0,1.6,0.0,0.039435805657586386
2020-02-03,2,2020,2,3,0,10,3,0,1.6,0.0,0.07724603732820276
2020-02-04,0,2020,2,4,1,11,3,0,-0.4,0.0,0.12840965924657063
2020-02-04,1,2020,2,4,1,11,3,0,-0.4,0.0,0.08460224511931694
2020-02-04,2,2020,2,4,1,11,3,0,-0.4,0.0,0.08700538713934652
2020-02-05,0,2020,2,5,2,12,3,0,5.0,0.0,0.08576574799859317
2020-02-05,1,2020,2,5,2,12,3,0,5.0,0.0,0.0710200709259249
2020-02-05,2,2020,2,5,2,12,3,0,5.0,0.0,0.10091790155435708
2020-02-06,0,2020,2,6,3,13,3,0,4.0,0.0,0.19838366601972918
2020-02-06,1,2020,2,6,3,13,3,0,4.0,0.0,0.0976591663977
2020-02-06,2,2020,2,6,3,13,3,0,4.0,0.0,0.11142028454720207
2020-02-07,0,2020,2,7,4,14,3,0,2.6,0.0,0.4761215479320463
2020-02-07,1,2020,2,7,4,14,3,0,2.6,0.0,0.32517099397345833
2020-02-07,2,2020,2,7,4,14,3,0,2.6,0.0,0.18276324835635668
2020-02-08,0,2020,2,8,5,15,3,0,3.3,0.0,0.4866166015117739
2020-02-08,1,2020,2,8,5,15,3,0,3.3,0.0,0.4511679270393206
2020-02-08,2,2020,2,8,5,15,3,0,3.3,0.0,0.1686225723317172
2020-02-09,0,2020,2,9,6,16,3,0,6.3,0.8,0.059774546189028416
2020-02-09,1,2020,2,9,6,16,3,0,6.3,0.8,0.18629545701364858
2020-02-09,2,2020,2,9,6,16,3,0,6.3,0.8,0.10109967923158503
2020-02-10,0,2020,2,10,0,17,3,0,6.7,0.1,0.047986158832724564
2020-02-10,1,2020,2,10,0,17,3,0,6.7,0.1,0.03932365550932301
2020-02-10,2,2020,2,10,0,17,3,0,6.7,0.1,0.06985416202361386
2020-02-11,0,2020,2,11,1,18,3,0,4.9,0.1,0.09334454213163101
2020-02-11,1,2020,2,11,1,18,3,0,4.9,0.1,0.06017127553369013
2020-02-11,2,2020,2,11,1,18,3,0,4.9,0.1,0.09170809321078556
2020-02-12,0,2020,2,12,2,19,3,0,3.8,2.4000000000000004,0.23165656486437156
2020-02-12,1,2020,2,12,2,19,3,0,3.8,2.4000000000000004,0.07918464505112949
2020-02-12,2,2020,2,12,2,19,3,0,3.8,2.4000000000000004,0.10079734396692533
2020-02-13,0,2020,2,13,3,20,3,0,2.2,0.0,0.22311761716906195
2020-02-13,1,2020,2,13,3,20,3,0,2.2,0.0,0.0886995755078997
2020-02-13,2,2020,2,13,3,20,3,0,2.2,0.0,0.1092137241622782
2020-02-14,0,2020,2,14,4,21,3,0,3.0,0.0,0.5612555848165006
2020-02-14,1,2020,2,14,4,21,3,0,3.0,0.0,0.37559214083567705
2020-02-14,2,2020,2,14,4,21,3,0,3.0,0.0,0.20790372889754963
2020-02-15,0,2020,2,15,5,22,3,0,4.6,0.0,0.6096578297813074
2020-02-15,1,2020,2,15,5,22,3,0,4.6,0.0,0.3952130180796095
2020-02-15,2,2020,2,15,5,22,3,0,4.6,0.0,0.15944124691152708
2020-02-16,0,2020,2,16,6,23,3,0,10.9,0.2,0.05343649429984325
2020-02-16,1,2020,2,16,6,23,3,0,10.9,0.2,0.17885379145513072
2020-02-16,2,2020,2,16,6,23,3,0,10.9,0.2,0.10204548690141228
2020-02-17,0,2020,2,17,0,24,3,0,7.6,0.1,0.049096443374930035
2020-02-17,1,2020,2,17,0,24,3,0,7.6,0.1,0.08851535811389243
2020-02-17,2,2020,2,17,0,24,3,0,7.6,0.1,0.07160102485392633
2020-02-18,0,2020,2,18,1,25,3,0,7.7,0.0,0.15884426699846588
2020-02-18,1,2020,2,18,1,25,3,0,7.7,0.0,0.13897356869486427
2020-02-18,2,2020,2,18,1,25,3,0,7.7,0.0,0.08631535796738198
2020-02-19,0,2020,2,19,2,26,3,0,6.7,0.0,0.16933218905782707
2020-02-19,1,2020,2,19,2,26,3,0,6.7,0.0,0.15957357211214654
2020-02-19,2,2020,2,19,2,26,3,0,6.7,0.0,0.09919238940921209
2020-02-20,0,2020,2,20,3,27,3,0,3.7,2.5,0.16155024410180086
2020-02-20,1,2020,2,20,3,27,3,0,3.7,2.5,0.16428781449969032
2020-02-20,2,2020,2,20,3,27,3,0,3.7,2.5,0.10827708223159603
2020-02-21,0,2020,2,21,4,28,3,0,7.1,0.0,0.5402050829581494
2020-02-21,1,2020,2,21,4,28,3,0,7.1,0.0,0.3108477936947269
2020-02-21,2,2020,2,21,4,28,3,0,7.1,0.0,0.1856661000208273
2020-02-22,0,2020,2,22,5,29,3,0,8.8,0.4,0.5291993390029971
2020-02-22,1,2020,2,22,5,29,3,0,8.8,0.4,0.4951198732928542
2020-02-22,2,2020,2,22,5,29,3,0,8.8,0.4,0.15673412787776494
2020-02-23,0,2020,2,23,6,30,3,0,8.1,0.0,0.041119788252670965
2020-02-23,1,2020,2,23,6,30,3,0,8.1,0.0,0.19571730242337979
2020-02-23,2,2020,2,23,6,30,3,0,8.1,0.0,0.10701681679281148
2020-02-24,0,2020,2,24,0,31,3,0,5.3,0.0,0.029315969344260565
2020-02-24,1,2020,2,24,0,31,3,0,5.3,0.0,0.047590557108776674
2020-02-24,2,2020,2,24,0,31,3,0,5.3,0.0,0.08741598017033798
2020-02-25,0,2020,2,25,1,0,3,0,3.8,0.0,0.14907394927011808
2020-02-25,1,2020,2,25,1,0,3,0,3.8,0.0,0.1474287168117167
2020-02-25,2,2020,2,25,1,0,3,0,3.8,0.0,0.11799926944301592
2020-02-26,0,2020,2,26,2,1,3,0,2.2,0.0,0.261736372958769
2020-02-26,1,2020,2,26,2,1,3,0,2.2,0.0,0.09015664696163966
2020-02-26,2,2020,2,26,2,1,3,0,2.2,0.0,0.13083833044656593
2020-02-27,0,2020,2,27,3,2,3,0,-0.5,0.5,0.14477208068752137
2020-02-27,1,2020,2,27,3,2,3,0,-0.5,0.5,0.08350602062537743
2020-02-27,2,2020,2,27,3,2,3,0,-0.5,0.5,0.13793397467779303
2020-02-28,0,2020,2,28,4,3,3,0,1.4,0.0,0.6382701062161783
2020-02-28,1,2020,2,28,4,3,3,0,1.4,0.0,0.30380412060816947
2020-02-28,2,2020,2,28,4,3,3,0,1.4,0.0,0.20518947060111822
2020-02-29,0,2020,2,29,5,4,3,0,2.7,0.0,0.6117624010228473
2020-02-29,1,2020,2,29,5,4,3,0,2.7,0.0,0.5120350806335462
2020-02-29,2,2020,2,29,5,4,3,0,2.7,0.0,0.18496828890320713
2020-03-01,0,2020,3,1,6,5,3,0,4.6,2.5,0.08610705373810427
2020-03-01,1,2020,3,1,6,5,3,0,4.6,2.5,0.22449255739105706
2020-03-01,2,2020,3,1,6,5,3,0,4.6,2.5,0.11277181868187722
2020-03-02,0,2020,3,2,0,6,3,0,6.5,0.0,0.06398908730477276
2020-03-02,1,2020,3,2,0,6,3,0,6.5,0.0,0.09553707158478511
2020-03-02,2,2020,3,2,0,6,3,0,6.5,0.0,0.07728179142857676
2020-03-03,0,2020,3,3,1,7,3,0,4.2,0.30000000000000004,0.1123767360657233
2020-03-03,1,2020,3,3,1,7,3,0,4.2,0.30000000000000004,0.055778261553390336
2020-03-03,2,2020,3,3,1,7,3,0,4.2,0.30000000000000004,0.09300665165180283
2020-03-04,0,2020,3,4,2,8,3,0,3.3,4.2,0.20884410622571373
2020-03-04,1,2020,3,4,2,8,3,0,3.3,4.2,0.0972610895048923
2020-03-04,2,2020,3,4,2,8,3,0,3.3,4.2,0.1043948192772308
2020-03-05,0,2020,3,5,3,9,3,0,1.7,0.0,0.22428119312590875
2020-03-05,1,2020,3,5,3,9,3,0,1.7,0.0,0.08710226621569174
2020-03-05,2,2020,3,5,3,9,3,0,1.7,0.0,0.11485663361114606
2020-03-06,0,2020,3,6,4,10,3,0,1.4,0.0,0.5753342932474766
2020-03-06,1,2020,3,6,4,10,3,0,1.4,0.0,0.27956417802411143
2020-03-06,2,2020,3,6,4,10,3,0,1.4,0.0,0.23903934436236696
2020-03-07,0,2020,3,7,5,11,3,0,2.5,0.0,0.538285041289688
2020-03-07,1,2020,3,7,5,11,3,0,2.5,0.0,0.43471699296760585
2020-03-07,2,2020,3,7,5,11,3,0,2.5,0.0,0.21355191322112987
2020-03-08,0,2020,3,8,6,12,3,0,6.9,0.0,0.1271320283380675
2020-03-08,1,2020,3,8,6,12,3,0,6.9,0.0,0.23726434077526046
2020-03-08,2,2020,3,8,6,12,3,0,6.9,0.0,0.15163700424604465
2020-03-09,0,2020,3,9,0,13,3,0,9.6,0.0,0.07309993772527296
2020-03-09,1,2020,3,9,0,13,3,0,9.6,0.0,0.04771975088371209
2020-03-09,2,2020,3,9,0,13,3,0,9.6,0.0,0.10596573959860713
2020-03-10,0,2020,3,10,1,14,3,0,6.6,0.1,0.07842609836497319
2020-03-10,1,2020,3,10,1,14,3,0,6.6,0.1,0.043776254612672504
2020-03-10,2,2020,3,10,1,14,3,0,6.6,0.1,0.11307028070494247
2020-03-11,0,2020,3,11,2,15,3,0,6.5,0.0,0.11648777459248331
2020-03-11,1,2020,3,11,2,15,3,0,6.5,0.0,0.17338209822158895
2020-03-11,2,2020,3,11,2,15,3,0,6.5,0.0,0.12059404321783691
2020-03-12,0,2020,3,12,3,16,3,0,5.2,0.0,0.16931043003807397
2020-03-12,1,2020,3,12,3,16,3,0,5.2,0.0,0.08699755493125044
2020-03-12,2,2020,3,12,3,16,3,0,5.2,0.0,0.11694458399519361
2020-03-13,0,2020,3,13,4,17,3,0,3.7,0.0,0.2745498917474484
2020-03-13,1,2020,3,13,4,17,3,0,3.7,0.0,0.11081930295317971
2020-03-13,2,2020,3,13,4,17,3,0,3.7,0.0,0.19184084180385289
2020-03-14,0,2020,3,14,5,18,3,0,2.7,0.0,0.3219976759888608
2020-03-14,1,2020,3,14,5,18,3,0,2.7,0.0,0.19970344732208303
2020-03-14,2,2020,3,14,5,18,3,0,2.7,0.0,0.17123913045363126
2020-03-15,0,2020,3,15,6,19,3,0,6.8,0.0,0.06963041801926276
2020-03-15,1,2020,3,15,6,19,3,0,6.8,0.0,0.0632305593748947
2020-03-15,2,2020,3,15,6,19,3,0,6.8,0.0,0.11047540621143855
2020-03-16,0,2020,3,16,0,20,3,0,6.0,0.0,0.03797041611346277
2020-03-16,1,2020,3,16,0,20,3,0,6.0,0.0,0.018620002204381477
2020-03-16,2,2020,3,16,0,20,3,0,6.0,0.0,0.09051268942323025
2020-03-17,0,2020,3,17,1,21,3,0,7.4,0.0,0.11052704230218371
2020-03-17,1,2020,3,17,1,21,3,0,7.4,0.0,0.018912065527948985
2020-03-17,2,2020,3,17,1,21,3,0,7.4,0.0,0.10166028981417961
2020-03-18,0,2020,3,18,2,22,3,0,7.1,0.9,0.11390086702591917
2020-03-18,1,2020,3,18,2,22,3,0,7.1,0.9,0.01471155350670492
2020-03-18,2,2020,3,18,2,22,3,0,7.1,0.9,0.12674951164768228
2020-03-19,0,2020,3,19,3,23,0,0,10.5,0.0,0.11278761984081662
2020-03-19,1,2020,3,19,3,23,0,0,10.5,0.0,0.01560889552084926
2020-03-19,2,2020,3,19,3,23,0,0,10.5,0.0,0.13592868843453043
2020-03-20,0,2020,3,20,4,24,0,0,3.3,0.0,0.22954798715323338
2020-03-20,1,2020,3,20,4,24,0,0,3.3,0.0,0.060690552027143393
2020-03-20,2,2020,3,20,4,24,0,0,3.3,0.0,0.21751899661567098
2020-03-21,0,2020,3,21,5,25,0,0,3.0,0.0,0.242819773346469
2020-03-21,1,2020,3,21,5,25,0,0,3.0,0.0,0.12167969163624064
2020-03-21,2,2020,3,21,5,25,0,0,3.0,0.0,0.19875985712756528
2020-03-22,0,2020,3,22,6,26,0,0,4.6,0.0,0.04284192684842644
2020-03-22,1,2020,3,22,6,26,0,0,4.6,0.0,0.036989807483034924
2020-03-22,2,2020,3,22,6,26,0,0,4.6,0.0,0.123576725876682
2020-03-23,0,2020,3,23,0,27,0,0,5.9,0.0,0.025863325123769692
2020-03-23,1,2020,3,23,0,27,0,0,5.9,0.0,0.016815161950569514
2020-03-23,2,2020,3,23,0,27,0,0,5.9,0.0,0.09373986399376517
2020-03-24,0,2020,3,24,1,28,0,0,7.5,0.0,0.04095717536854986
2020-03-24,1,2020,3,24,1,28,0,0,7.5,0.0,0.009329106533561013
2020-03-24,2,2020,3,24,1,28,0,0,7.5,0.0,0.12011749559239195
2020-03-25,0,2020,3,25,2,0,0,0,11.3,0.0,0.11562292017370954
2020-03-25,1,2020,3,25,2,0,0,0,11.3,0.0,0.041367775821672836
2020-03-25,2,2020,3,25,2,0,0,0,11.3,0.0,0.15239372692560682
2020-03-26,0,2020,3,26,3,1,0,0,12.7,0.0,0.19512079887597264
2020-03-26,1,2020,3,26,3,1,0,0,12.7,0.0,0.03711082188706398
2020-03-26,2,2020,3,26,3,1,0,0,12.7,0.0,0.15635585123392043
2020-03-27,0,2020,3,27,4,2,0,0,11.8,0.0,0.2246133805363792
2020-03-27,1,2020,3,27,4,2,0,0,11.8,0.0,0.11620448653656457
2020-03-27,2,2020,3,27,4,2,0,0,11.8,0.0,0.2327851827794172
2020-03-28,0,2020,3,28,5,3,0,0,8.4,0.0,0.2855122855770215
2020-03-28,1,2020,3,28,5,3,0,0,8.4,0.0,0.10096098663437
2020-03-28,2,2020,3,28,5,3,0,0,8.4,0.0,0.20486783531502614
2020-03-29,0,2020,3,29,6,4,0,0,5.0,0.0,0.04504238940406231
2020-03-29,1,2020,3,29,6,4,0,0,5.0,0.0,0.03528679827364211
2020-03-29,2,2020,3,29,6,4,0,0,5.0,0.0,0.1264471301024819
2020-03-30,0,2020,3,30,0,5,0,0,1.2,0.4,0.05502458410456656
2020-03-30,1,2020,3,30,0,5,0,0,1.2,0.4,0.01584343929335164
2020-03-30,2,2020,3,30,0,5,0,0,1.2,0.4,0.09683613888182759
2020-03-31,0,2020,3,31,1,6,0,0,9.1,0.0,0.06564801739323023
2020-03-31,1,2020,3,31,1,6,0,0,9.1,0.0,0.027226922602415375
2020-03-31,2,2020,3,31,1,6,0,0,9.1,0.0,0.12756154058718286
2020-04-01,0,2020,4,1,2,7,0,0,10.3,0.0,0.06467795991733263
2020-04-01,1,2020,4,1,2,7,0,0,10.3,0.0,0.02896666260254021
2020-04-01,2,2020,4,1,2,7,0,0,10.3,0.0,0.14921715206236194
2020-04-02,0,2020,4,2,3,8,0,0,9.6,2.2,0.09021639230985995
2020-04-02,1,2020,4,2,3,8,0,0,9.6,2.2,0.03131781228611079
2020-04-02,2,2020,4,2,3,8,0,0,9.6,2.2,0.13631990308873668
2020-04-03,0,2020,4,3,4,9,0,0,6.9,0.0,0.19376842574328354
2020-04-03,1,2020,4,3,4,9,0,0,6.9,0.0,0.07207996836478978
2020-04-03,2,2020,4,3,4,9,0,0,6.9,0.0,0.23704143455298896
2020-04-04,0,2020,4,4,5,10,0,0,7.7,0.0,0.17093391094877877
2020-04-04,1,2020,4,4,5,10,0,0,7.7,0.0,0.12614767520418496
2020-04-04,2,2020,4,4,5,10,0,0,7.7,0.0,0.19336430848121028
2020-04-05,0,2020,4,5,6,11,0,0,8.8,0.0,0.04761600789368348
2020-04-05,1,2020,4,5,6,11,0,0,8.8,0.0,0.03316313397234676
2020-04-05,2,2020,4,5,6,11,0,0,8.8,0.0,0.13013605346036436
2020-04-06,0,2020,4,6,0,12,0,0,15.1,0.0,0.056715392941642004
2020-04-06,1,2020,4,6,0,12,0,0,15.1,0.0,0.020589033938579793
2020-04-06,2,2020,4,6,0,12,0,0,15.1,0.0,0.11848999806126867
2020-04-07,0,2020,4,7,1,13,0,0,10.7,0.1,0.05341013838740888
2020-04-07,1,2020,4,7,1,13,0,0,10.7,0.1,0.036815703137905484
2020-04-07,2,2020,4,7,1,13,0,0,10.7,0.1,0.1448477626260792
2020-04-08,0,2020,4,8,2,14,0,0,13.8,0.0,0.11913837265726077
2020-04-08,1,2020,4,8,2,14,0,0,13.8,0.0,0.04094444521318197
2020-04-08,2,2020,4,8,2,14,0,0,13.8,0.0,0.14797320210767645
2020-04-09,0,2020,4,9,3,15,0,0,10.0,0.0,0.14547422430139867
2020-04-09,1,2020,4,9,3,15,0,0,10.0,0.0,0.050721417496401085
2020-04-09,2,2020,4,9,3,15,0,0,10.0,0.0,0.1900400710929958
2020-04-10,0,2020,4,10,4,16,0,1,10.4,0.0,0.0976735402772958
2020-04-10,1,2020,4,10,4,16,0,1,10.4,0.0,0.06175575389499204
2020-04-10,2,2020,4,10,4,16,0,1,10.4,0.0,0.11933648169494263
2020-04-11,0,2020,4,11,5,17,0,0,10.0,0.0,0.06523107267300172
2020-04-11,1,2020,4,11,5,17,0,0,10.0,0.0,0.03387054921956301
2020-04-11,2,2020,4,11,5,17,0,0,10.0,0.0,0.09736843460972458
2020-04-12,0,2020,4,12,6,18,0,1,12.2,0.0,0.06560613920846003
2020-04-12,1,2020,4,12,6,18,0,1,12.2,0.0,0.03486456869456576
2020-04-12,2,2020,4,12,6,18,0,1,12.2,0.0,0.11577549887582807
2020-04-13,0,2020,4,13,0,19,0,1,7.4,0.0,0.0068270256303535675
2020-04-13,1,2020,4,13,0,19,0,1,7.4,0.0,0.02987007761873482
2020-04-13,2,2020,4,13,0,19,0,1,7.4,0.0,0.12087178073515706
2020-04-14,0,2020,4,14,1,20,0,0,8.6,0.2,0.03800104948523026
2020-04-14,1,2020,4,14,1,20,0,0,8.6,0.2,0.020179048094063307
2020-04-14,2,2020,4,14,1,20,0,0,8.6,0.2,0.11300387698395747
2020-04-15,0,2020,4,15,2,21,0,0,14.7,0.0,0.10908843242314278
2020-04-15,1,2020,4,15,2,21,0,0,14.7,0.0,0.014290158667202223
2020-04-15,2,2020,4,15,2,21,0,0,14.7,0.0,0.12442453454651776
2020-04-16,0,2020,4,16,3,22,0,0,11.4,0.0,0.11366679167508346
2020-04-16,1,2020,4,16,3,22,0,0,11.4,0.0,0.01501817754584863
2020-04-16,2,2020,4,16,3,22,0,0,11.4,0.0,0.1511457319744899
2020-04-17,0,2020,4,17,4,23,0,0,10.5,0.0,0.24889810493694048
2020-04-17,1,2020,4,17,4,23,0,0,10.5,0.0,0.04746099911643
2020-04-17,2,2020,4,17,4,23,0,0,10.5,0.0,0.23271152378162202
2020-04-18,0,2020,4,18,5,24,0,0,10.2,0.0,0.15836250274743915
2020-04-18,1,2020,4,18,5,24,0,0,10.2,0.0,0.06782448614812421
2020-04-18,2,2020,4,18,5,24,0,0,10.2,0.0,0.1621087788295028
2020-04-19,0,2020,4,19,6,25,0,0,12.2,0.0,0.022978546670156755
2020-04-19,1,2020,4,19,6,25,0,0,12.2,0.0,0.03750025834192817
2020-04-19,2,2020,4,19,6,25,0,0,12.2,0.0,0.11804798010195297
2020-04-20,0,2020,4,20,0,26,0,0,15.2,0.0,0.0686249190949517
2020-04-20,1,2020,4,20,0,26,0,0,15.2,0.0,0.015116898872690833
2020-04-20,2,2020,4,20,0,26,0,0,15.2,0.0,0.10800609692884375
2020-04-21,0,2020,4,21,1,27,0,0,18.2,0.0,0.07883695170793144
2020-04-21,1,2020,4,21,1,27,0,0,18.2,0.0,0.005897287017301813
2020-04-21,2,2020,4,21,1,27,0,0,18.2,0.0,0.1173947730471772
2020-04-22,0,2020,4,22,2,28,0,0,18.0,0.0,0.11954099248699251
